handle,title,style,material,face_shapes,use_cases,vibes,lens_types,tags
goldy-locks-1960s,"""Goldy Locks"" 1960s",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport",retro,polarized,"style:aviator, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
hula-hoops-1980s,"""Hula Hoops"" 1980s",oval,acetate,,,retro,tinted,"style:oval, material:acetate, vibe:retro, lens:tinted"
pilot-1980s-fendi,"""Pilot"" 1980s Fendi",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, trendy",polarized,"style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
green-speckle-1970s,"""Speckle"" 1970s",oval,,,,"retro, classic",,"style:oval, vibe:retro, vibe:classic"
green-turtle-1980s,"""Green Turtle"" 1980s",square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury",,"style:square, material:acetate, vibe:retro, vibe:luxury, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk"
golden-1970s,"""Golden"" 1970s",,wire,,,"retro, luxury",,"material:wire, vibe:retro, vibe:luxury"
barbie-girl-1960s,"""Barbie Girl"" 1960s",,,,,"retro, luxury","tinted, butterfly","vibe:retro, vibe:luxury, lens:tinted, lens:butterfly"
visor-1980s,"""Visor"" 1980s",,wire,,,retro,polarized,"material:wire, vibe:retro, lens:polarized"
blue-persol-1980s,"""Blue Persol"" 1980s",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk",retro,,"style:rectangle, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk"
mr-blue-1960s,“Mr Blue” 1960s,,,,,"retro, luxury",polarized,"vibe:retro, vibe:luxury, lens:polarized"
flowers-in-your-hair-1990s,"""Flowers in Your Hair"" 1990s",round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury",butterfly,"style:round, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:butterfly"
tinman-1980s,"""Tinman"" 1980s",round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury",,"style:round, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk"
now-you-see-me-1970s,“Now You See Me” 1970s,,,,,"retro, luxury","polarized, tinted","vibe:retro, vibe:luxury, lens:polarized, lens:tinted"
violet-hour,“Violet Hour” 1990s,oval,,,,"retro, luxury",,"style:oval, vibe:retro, vibe:luxury"
joe-cool-1990s,“Joe Cool” 1990s,rectangle,wire,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury",geometric,"style:rectangle, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:geometric"
resilient-reflections,“Resilient Reflections”,,,,,retro,,vibe:retro
lavender-lush-1980s,“Lavender Lush” 1980s,,wire,,,retro,,"material:wire, vibe:retro"
glassy-glossy-1960s,"“Glassy, glossy” 1960s",,wire,,,retro,polarized,"material:wire, vibe:retro, lens:polarized"
speckle-1980s,“Speckle” 1980s,round,acetate,"heart, square, diamond","night, casual, at_desk",retro,,"style:round, material:acetate, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk"
1960s-french-bridge-vintage-eyeglasses-frames,1960s French Bridge Eyeglasses (Frames Only),oval,acetate,,,"retro, luxury, classic","rx, tinted","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:classic, lens:rx, lens:tinted"
1980s-handmade-vintage-eyeglasses-frames,1980s Handmade Eyeglasses (Frames Only),,wire,,,"retro, luxury, trendy",rx,"material:wire, vibe:retro, vibe:luxury, vibe:trendy, lens:rx"
mwah-1980s,“Mwah” Imiki 1980s,,acetate,,,retro,,"material:acetate, vibe:retro"
all-in-2000s,“All in” 2000s,cat_eye,wire,"heart, oval, round, square, diamond","day, going_out, casual",retro,"polarized, shield, butterfly","style:cat_eye, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized, lens:shield, lens:butterfly"
nathan-1980s,“Nathan” 1980s,wayfarer,acetate,"heart, oval, round, square","day, night, going_out, casual, at_desk",retro,,"style:wayfarer, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, use_case:day, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk"
blue-through-1990s,“Blue through” 1990s,,,,,"retro, trendy, edgy","polarized, tinted, butterfly","vibe:retro, vibe:trendy, vibe:edgy, lens:polarized, lens:tinted, lens:butterfly"
spitfire-1990s,“Spitfire” 1990s,round,wire,"heart, square, diamond","night, casual, at_desk",retro,,"style:round, material:wire, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk"
glass-eye-1970s,“Glass Eye” 1970s,round,,"heart, square, diamond","night, casual, at_desk",retro,shield,"style:round, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:shield"
chain-link-1980s,“Chain link” 1980s,,wire,,,retro,,"material:wire, vibe:retro"
marble-1970s,“Marble” 1970s,,,,,"retro, trendy",,"vibe:retro, vibe:trendy"
waves-1980s,“Waves” 1980s,,wire,,,retro,polarized,"material:wire, vibe:retro, lens:polarized"
muddy-water-1980s,“Muddy Water” 1980s,aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport",retro,tinted,"style:aviator, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
ballerina-1970s,“Ballerina” 1970s,round,,"heart, square, diamond","night, casual, at_desk","retro, luxury",tinted,"style:round, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
skittle-1990s,“Skittle” 1990s,rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk",retro,,"style:rectangle, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk"
neon-vision-1960s,“Neon Vision” 1960s,,,,,retro,polarized,"vibe:retro, lens:polarized"
showstoppers-1980s,“Showstoppers” 1980s,,wire,,,retro,polarized,"material:wire, vibe:retro, lens:polarized"
wrapped-y2k-escada-vintage-sunglasses,“Wrapped” Y2K,round,acetate,"heart, square, diamond","night, casual, at_desk","retro, luxury",shield,"style:round, material:acetate, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:shield"
sun-shield-1990s,“Sun Shield” 1990s,,,,,"retro, classic, trendy","polarized, shield","vibe:retro, vibe:classic, vibe:trendy, lens:polarized, lens:shield"
check-mate-1990s,“Check Mate” 1990s,rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk",retro,polarized,"style:rectangle, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
swoosh-1990s,“Swoosh” 1990s,,wire,,,retro,,"material:wire, vibe:retro"
pilot-in-the-mirror-2000s,"""Pilot in the Mirror"" 2000s",aviator,,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, classic",,"style:aviator, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
orange-flight-1970s,"""Orange Flight"" 1970s",aviator,,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury",,"style:aviator, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
flying-turtle-1970s,"""Flying Turtle"" 1970s",aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport",retro,,"style:aviator, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
bug-eyed-1960s,"""Bug-eyed"" 1960s",,,,,retro,tinted,"vibe:retro, lens:tinted"
sunflower-1970s,"""Sunflower"" 1970s",,,,,retro,"tinted, butterfly","vibe:retro, lens:tinted, lens:butterfly"
glam-regency-1970s,"""Glam Regency"" 1970s",round,,"heart, square, diamond","night, casual, at_desk",retro,"tinted, butterfly","style:round, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted, lens:butterfly"
butterfly-1970s,"""Butterfly"" 1970s",,,,,retro,"tinted, butterfly","vibe:retro, lens:tinted, lens:butterfly"
powder-1960s,“Powder” 1960s,oval,,,,retro,,"style:oval, vibe:retro"
clipper-1970s,“Clipper” 1970s,oval,wire,,,retro,tinted,"style:oval, material:wire, vibe:retro, lens:tinted"
ornate-oval-1980s,“Ornate Oval” 1980s,oval,wire,,,retro,polarized,"style:oval, material:wire, vibe:retro, lens:polarized"
flight-school-1980s,“Take Flight” 1980s,aviator,,"heart, oval, square, diamond","day, going_out, casual, sport",retro,,"style:aviator, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
runnin-runnin-1990s,“Runnin & Runnin” 1990s,,acetate,,,retro,tinted,"material:acetate, vibe:retro, lens:tinted"
goldy-locks-1980s,“Goldy Locks” 1980s,,wire,,,retro,"polarized, rx","material:wire, vibe:retro, lens:polarized, lens:rx"
gymnast-goggles-1960s,“Gymnast Goggles” 1960s,,acetate,,,retro,tinted,"material:acetate, vibe:retro, lens:tinted"
bunny-1970s,“Bunny” 1970s,rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern",tinted,"style:rectangle, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
star-studded-2000s,“Star Studded” 2000s,rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury","tinted, shield","style:rectangle, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted, lens:shield"
titanium-1990s,“Titanium” 2004,,wire,,,"retro, luxury, trendy",,"material:wire, vibe:retro, vibe:luxury, vibe:trendy"
mirror-mirror-1990s,"“Mirror, Mirror” 1990s",,wire,,,"retro, luxury",polarized,"material:wire, vibe:retro, vibe:luxury, lens:polarized"
novacheck-1990s,“Novacheck” 1990s,rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, trendy",tinted,"style:rectangle, vibe:retro, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
nosey-1960s,“Nosey” 1960s,,,,,retro,,vibe:retro
retro-wink-1990s,“Retro Wink” 1990s,aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury",,"style:aviator, material:acetate, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
i-m-blue-da-ba-di-1990s,“I’m Blue Da Ba Di” 1990s,,wire,,,retro,,"material:wire, vibe:retro"
peoples-pupils-1980s,“Peoples’ Pupils” 1980s,oval,acetate,,,retro,tinted,"style:oval, material:acetate, vibe:retro, lens:tinted"
amor-1950s,“Amor” 1950s,square,wire,"oval, round","night, going_out, casual, at_desk",retro,geometric,"style:square, material:wire, vibe:retro, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:geometric"
speed-racer-1990s,“Speed Racer” 1990s,rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk",retro,shield,"style:rectangle, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:shield"
fireworks-1980s,“Fireworks” 1980s,,wire,,,retro,,"material:wire, vibe:retro"
bcg-1970s,“BCG” 1970s,,acetate,,,retro,tinted,"material:acetate, vibe:retro, lens:tinted"
nod-to-the-eye-1980s,“Nod to the Eye” 1980s,cat_eye,,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury",,"style:cat_eye, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
well-well-well-1950s,"“Well, well, well” 1950s",,acetate,,,retro,,"material:acetate, vibe:retro"
ocean-tacchini-1980s,"""Ocean Tacchini"" 1980s",,,,,retro,,vibe:retro
gunmetal-1980s,"""Gunmetal"" 1980s",,wire,,,retro,,"material:wire, vibe:retro"
squarepants-1960s,"""Squarepants"" 1960s",square,,"oval, round","night, going_out, casual, at_desk",retro,,"style:square, vibe:retro, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk"
retro-goggles-1970s,"""Retro Goggles"" 1970s",,,,,retro,tinted,"vibe:retro, lens:tinted"
military-goggles-1970s,"“Electric Feel"" 1990s",oval,wire,,,"retro, classic",,"style:oval, material:wire, vibe:retro, vibe:classic"
burnt-1990s,“Blaze” 1990s,,,,,"retro, trendy",,"vibe:retro, vibe:trendy"
green-goblin-1980s,“Green Goblin” 1980s,,,,,retro,,vibe:retro
brow-line-1950s,"""Brow Line"" 1950s",cat_eye,wire,"heart, oval, round, square, diamond","day, going_out, casual",retro,,"style:cat_eye, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
gila-grey-1980s,"""Gilda Grey"" 1980s",,,,,retro,tinted,"vibe:retro, lens:tinted"
mr-robota-1990s,"""Mr. Robota"" 1990s",,,,,retro,,vibe:retro
flight-school-1970s,"""Flight School"" 1970s",,,,,retro,rx,"vibe:retro, lens:rx"
two-tone-tony-1980s,"""Two Tone Tony"" 1980s",,acetate,,,retro,tinted,"material:acetate, vibe:retro, lens:tinted"
fade-into-me-1990s,"""Fade Into Me"" 1990s",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk",retro,tinted,"style:rectangle, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
back-to-black-1990s,"""Back to Black"" 1990s",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, trendy",tinted,"style:round, material:acetate, vibe:retro, vibe:trendy, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
formula-1990s,"""Formula"" 1990s",,,,,retro,shield,"vibe:retro, lens:shield"
slip-n-slide-1980s,"""Slip n Slide"" 1980s",,,,,retro,,vibe:retro
